smiles,delta_g_kcal_mol,source,role,parent_name,canonical_smiles
CC[C@@H1]1CCC2CCCC=C1NCCCO2,-3.93,augment,,,CC[C@@H]1CCC2CCCC=C1NCCCO2
CC[C@@H1]1CCCC=C1CCNCCCCNNCNN(C)CC=O,-1.21,augment,,,CC[C@@H]1CCCC=C1CCNCCCCNNCNN(C)CC=O
CC[C@@H1]1CNC1(C=O)N(C)C,-3.04,augment,,,CC[C@@H]1CNC1(C=O)N(C)C
C[C@H1](COCCCS[C@H1]1CC)NCC=CC=CC=C1Br,-4.42,augment,,,CC[C@@H]1SCCCOC[C@@H](C)NCC=CC=CC=C1Br
CC[C@H1](C)C1CNC(C)(C(C)O)C2=CC=C(Cl)C=C2CC1,-3.85,augment,,,CC[C@H](C)C1CCc2cc(Cl)ccc2C(C)(C(C)O)NC1
C[C@@H1](CC)NC1ON2C(C=N)C=CC(=O)NC=CC=CCC2C1,-4.56,augment,,,CC[C@H](C)NC1CC2CC=CC=CNC(=O)C=CC(C=N)N2O1
CC1=CN=C(O)C1CCC=C[C@@H1](CC)CC=O,-3.43,augment,,,CC[C@H](C=CCCC1C(C)=CN=C1O)CC=O
CC[C@@H1](NC)CCF,-2.23,augment,,,CC[C@H](CCF)NC
CC[C@H1](O)C[NH3+1],-2.29,augment,,,CC[C@H](O)C[NH3+]
C1[NH1+1]CC[C@@H1](CC)C=CSC(C)CCC=CC=C1C=CC=C(C)C,-5.7,augment,,,CC[C@H]1C=CSC(C)CCC=CC=C(C=CC=C(C)C)C[NH+]CC1
CC[C@@H1](CCC(=O)NCCN(C)CCC=C1C2=N)C2O1,-4.27,augment,,,CC[C@H]1CCC(=O)NCCN(C)CCC=C2OC1C2=N
CC[C@H1](C1)COC=CN1CCOCC=C2SC=CC=C2C=CC=C[O-1],-4.31,augment,,,CC[C@H]1COC=CN(CCOCC=C2SC=CC=C2C=CC=C[O-])C1
CC[NH1+1](OC)CC=O,-2.89,augment,,,CC[NH+](CC=O)OC
CC[NH1+1](OC)CCC[O-1],-2.7,augment,,,CC[NH+](CCC[O-])OC
CC[NH1+1]C(=O)NC=C=CCCCC=O,-4.1,augment,,,CC[NH+]C(=O)NC=C=CCCCC=O
CC[NH1+1]C=NCC[C@H1](O)C=O,-2.62,augment,,,CC[NH+]C=NCC[C@H](O)C=O
CC[NH1+1]C=O,-2.39,augment,,,CC[NH+]C=O
CC(C[C@@H1](CC1CC=NN1)SC=CC2=CN2)(C)C[NH1+1]CC,-3.03,augment,,,CC[NH+]CC(C)(C)C[C@@H](CC1CC=NN1)SC=CC1=CN1
CC[NH1+1]CC(C)C=O,-2.6,augment,,,CC[NH+]CC(C)C=O
CC[NH1+1]CC(S)C=O,-2.4,augment,,,CC[NH+]CC(S)C=O
CC[NH1+1]CC1(NCC=C1CCC2C=O)C=CC2(C)CC,-3.38,augment,,,CC[NH+]CC12C=CC(C)(CC)C(C=O)CCC1=CCN2
CC[NH1+1]CCNCCOC(C)NC=O,-0.83,augment,,,CC[NH+]CCNCCOC(C)NC=O
CC[NH1+1]COC(O)OC=O,-1.65,augment,,,CC[NH+]COC(O)OC=O
CC[NH1+1]NCNC(C)=CC=O,-3.22,augment,,,CC[NH+]NCNC(C)=CC=O
CC[NH1+1]SC[NH3+1],-2.42,augment,,,CC[NH+]SC[NH3+]
CC[NH2+1]C(COC=O)NC(C)(CCC=CC=CC1)C=C1C,-3.27,augment,,,CC[NH2+]C(COC=O)NC1(C)C=C(C)CC=CC=CCC1
CC[NH2+1]CC1=C(C)CC=C1CCCCCN,-4.05,augment,,,CC[NH2+]CC1=C(C)CC=C1CCCCCN
CC[NH2+1]CN(C(C)=C1C=C1CC)OCC,-2.92,augment,,,CC[NH2+]CN(OCC)C(C)=C1C=C1CC
CC[NH2+1]C[C@@H1](C)C=O,-2.86,augment,,,CC[NH2+]C[C@@H](C)C=O
CC[NH2+1][NH2+1]C([NH2+1])C(C)=CC=C(C(=O)CCCCOC=O)C,-1.29,augment,,,CC[NH2+][NH2+]C([NH2+])C(C)=CC=C(C)C(=O)CCCCOC=O
CN(C)C=CC=CC=CCC(=O)C=NC=CCCCF,-2.97,augment,,,CN(C)C=CC=CC=CCC(=O)C=NC=CCCCF
CN(C)C=CC=NN=CC=COCNC=C1CCCO1,-3.31,augment,,,CN(C)C=CC=NN=CC=COCNC=C1CCCO1
CN(C)CCC(O)CC=O,-2.55,augment,,,CN(C)CCC(O)CC=O
CN(COC=CC=CC=CC=O)C,-3.31,augment,,,CN(C)COC=CC=CC=CC=O
CN(C)SCC=NN(O)C=CC(Cl)C=N,-2.78,augment,,,CN(C)SCC=NN(O)C=CC(Cl)C=N
CN(C)C1=CC=CN=C1C=C[O-1],-3.42,augment,,,CN(C)c1cccnc1C=C[O-]
C1CC=C=C1N(C)C2SC=C2O,-4.24,augment,,,CN(C1=C=CCC1)C1SC=C1O
O=C([O-1])C=CCN(C)C=C1NC2=CC=CCC3C2C=C1C=C3,-4.65,augment,,,CN(C=C1NC2=CC=CCC3C=CC1=CC23)CC=CC(=O)[O-]
C[NH1+1](CCN1C(C2)NN(C)C=CCl)NC1CC=N2,-4.2,augment,,,CN(C=CCl)NC1CN=CCC2N[NH+](C)CCN12
O=C([O-1])NC(=S)NC=C1CC1NC=CCCN(C)C=CSSN,-2.76,augment,,,CN(C=CSSN)CCC=CNC1CC1=CNC(=S)NC(=O)[O-]
C1COCCC1C=CC=C(NC=O)N(C)CC2=C=N2,-3.98,augment,,,CN(CC1=C=N1)C(=CC=CC1CCOCC1)NC=O
C1OC=CC1N(C)CC2NC=CN=CC=CC=CN(C)N2C,-4.07,augment,,,CN(CC1NC=CN=CC=CC=CN(C)N1C)C1C=COC1
OOC=CC=CC(C=NC(=O)C1C=NC=C1ON(C)CF)F,-4.0,augment,,,CN(CF)OC1=CN=CC1C(=O)N=CC(F)C=CC=COO
CN(N)C(=O)C=O,-2.79,augment,,,CN(N)C(=O)C=O
C1C=CC=C1CC=NN(C)C2=CC=CC=N2,-3.68,augment,,,CN(N=CCC1=CC=CC1)c1ccccn1
CN(OCCC=CCC=CC=CC1=CC=C=C1)C(=O)N=CC=CN2CCCCC=C2,-4.49,augment,,,CN(OCCC=CCC=CC=CC1=CC=C=C1)C(=O)N=CC=CN1C=CCCCC1
C1#CC=CCCCCCC=NC(CCl)C(O)CN1C,-3.88,augment,,,CN1C#CC=CCCCCCC=NC(CCl)C(O)C1
C1OC=CC#CN1C,-2.78,augment,,,CN1C#CC=COC1
C1CC2CC1NCC(N)C3C4N(C)N3C=CC=CCC=C2OCCCCC=C4,-4.86,augment,,,CN1C2C=CCCCCOC3=CCC=CC=CN1C2C(N)CNC1CCC3C1
CN1C=C1CSCC(=O)CCC[C@@H1]([NH1+1])CC[NH1+1]=O,-2.31,augment,,,CN1C=C1CSCC(=O)CCC[C@@H]([NH+])CC[NH+]=O
N1C=CC(F)C=C(SCCNCC=CC2=C[NH1]C1ON)C=CN2C,-5.57,augment,,,CN1C=CC2=CC(F)C=CNC(ON)NC=C1C=CCNCCS2
C12CN1CN(C)CC2CNC=CCN,-3.22,augment,,,CN1CC(CNC=CCN)C2CN2C1
C1C=CC2(C)C3=C1CC=NN(C)CC(O)C=C3CCCCC=C2,-4.96,augment,,,CN1CC(O)C=C2CCCCC=CC3(C)C=CCC(=C23)CC=N1
C1CN1C,-2.06,augment,,,CN1CC1
C1CCC=CNC(=O)C(=O)N(C)CC=CC2=CNN21,-4.17,augment,,,CN1CC=Cc2c[nH]n2CCCC=CNC(=O)C1=O
C1C=NN1C,-2.32,augment,,,CN1CC=N1
OC=CC=CC1=NN(C)CCC2C=C2CC=NC=C1C3=CC3,-4.56,augment,,,CN1CCC2C=C2CC=NC=C(C2=CC2)C(C=CC=CO)=N1
C1=C2CCC1(C=CCCN(C)C3=O)[C@@H1]=C23,-4.38,augment,,,CN1CCC=CC23C=C(CC2)C(=C3)C1=O
C1CCN(C)C12NCC=C2,-3.4,augment,,,CN1CCCC12C=CCN2
C1CC(C)(C)CCCCN(C)OC(N)N(C#N)S1,-3.74,augment,,,CN1CCCCC(C)(C)CCSN(C#N)C(N)O1
C1N(C)CN1C=O,-2.82,augment,,,CN1CN(C=O)C1
O=CC=CCC(N=CCC1C=C2C3=C2CN)(S)NN(C)C13,-4.44,augment,,,CN1NC(S)(CC=CC=O)N=CCC2C=C3C(CN)=C3C21
NC=C1C=C2C=C1NN2C,-3.58,augment,,,CN1NC2=CC1=CC2=CN
C1OC2CCNCCCN1C=CNCC3CNN(C)C3CC4C=C4C=C2,-4.7,augment,,,CN1NCC2CNC=CN3CCCNCCC(C=CC4=CC4CC21)OC3
C1#CON(C)C1CC(=C2)N2,-3.97,augment,,,CN1OC#CC1CC1=CN1
CNC(C(=O)CC=CC=O)NC=CC=CC=C=NC,-3.29,augment,,,CN=C=CC=CC=CNC(NC)C(=O)CC=CC=O
C[C@H1](C)CNN(C)C=CC1CCCC=C1C=NC,-3.88,augment,,,CN=CC1=CCCCC1C=CN(C)NCC(C)C
COC1=CC=C(C#N)[C@H1](CC=CC=NC)C1C[NH1],-2.97,augment,,,CN=CC=CC[C@H]1C(C#N)=CC=C(OC)C1C[NH]
C1=CC1CC=NC,-2.84,augment,,,CN=CCC1C=C1
C1C=CCCCN=C2C(O)C12CNC=CC=CCCC=NC,-3.94,augment,,,CN=CCCC=CC=CNCC12CC=CCCCN=C1C2O
CC(=O)CCN=C1C=CNC1CCCCCCC=NC,-2.9,augment,,,CN=CCCCCCCC1NC=CC1=NCCC(C)=O
O=C(C)NC(C(=O)NCCCC=NC)=CC=CF,-2.58,augment,,,CN=CCCCNC(=O)C(=CC=CF)NC(C)=O
N1C=CSCOSCN1CC=NC,-3.9,augment,,,CN=CCN1CSOCSC=CN1
C1CNCC1(COC=C2)CCCC2COC=NC=NC,-3.2,augment,,,CN=CN=COCC1C=COCC2(CCC1)CCNC2
C1CCC1C=CCCN=CC(=O)C=CC#CC=CC=CSN=NC=NC,-4.45,augment,,,CN=CN=NSC=CC=CC#CC=CC(=O)C=NCCC=CC1CCC1
CN=CNC(CCC=O)C(C=CC=CC1NC(C)C1)C,-4.14,augment,,,CN=CNC(CCC=O)C(C)C=CC=CC1CC(C)N1
CC1=CC=CC=C1C=NC,-3.44,augment,,,CN=Cc1ccccc1C
C1C(C)(O)C=CC=C1N=NC,-3.8,augment,,,CN=NC1=CC=CC(C)(O)C1
OC(N)N(CNC=CC=CC=CN(C)C=NO)C=CC(C)C(ON)=CN=NC,-3.57,augment,,,CN=NC=C(ON)C(C)C=CN(CNC=CC=CC=CN(C)C=NO)C(N)O
O=C(COC=CC1=CC(Cl)C1C2)CC=CN2CN=NC,-3.89,augment,,,CN=NCN1C=CCC(=O)COC=CC2=CC(Cl)C2C1
CNC#COC(=O)CC(CCCO)C=NC(C)=CC=CC(=O)NN,-3.38,augment,,,CNC#COC(=O)CC(C=NC(C)=CC=CC(=O)NN)CCCO
CN(C)SC(CCC1CC2C(NC)=CCO)C(C=CC=CN=C2)C=N1,-4.08,augment,,,CNC(=CCO)C1C=NC=CC=CC2C=NC(CCC2SN(C)C)C1
CNC(=O)C=C=O,-3.35,augment,,,CNC(=O)C=C=O
CNC(=O)C=NN(C=O)C=CC=COC=CNC(O1)C1CCC2CC2,-3.72,augment,,,CNC(=O)C=NN(C=O)C=CC=COC=CNC1OC1CCC1CC1
CNC(=O)C=O,-2.68,augment,,,CNC(=O)C=O
CNC(CCC(=O)C1C[NH1+1]C(N2)=C1C2=O)=O,-4.32,augment,,,CNC(=O)CCC(=O)C1C[NH+]C2=C1C(=O)N2
CNC(=O)CCC=CC=CC(C)C=CC=O,-3.9,augment,,,CNC(=O)CCC=CC=CC(C)C=CC=O
CNC(=O)CCCC(N)C1CCC=CC=C1C,-3.63,augment,,,CNC(=O)CCCC(N)C1CCC=CC=C1C
CNC(=O)CCCC=C=C1C=C(O)CC1C,-4.13,augment,,,CNC(=O)CCCC=C=C1C=C(O)CC1C
CNC(=O)N(C)C=CC=CCC=CC=C(NC)C=O,-4.03,augment,,,CNC(=O)N(C)C=CC=CCC=CC=C(C=O)NC
CNC(NCCCCNNC=C(O)C=O)=O,-3.34,augment,,,CNC(=O)NCCCCNNC=C(O)C=O
CNC(=O)[NH2+1]CC=O,-3.33,augment,,,CNC(=O)[NH2+]CC=O
CNC(=S)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,-4.75,anchor,analog,NCT-503,CNC(=S)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1
CNC(C)C1C=CN(C1(C)O)C=C(C2)N2,-3.77,augment,,,CNC(C)C1C=CN(C=C2CN2)C1(C)O
CNC(C)CCC(CCNNN)(C)C=CC=O,-2.86,augment,,,CNC(C)CCC(C)(C=CC=O)CCNNN
CNC(C)CCC=CC=CC=CC=CS(C)=CC=O,-3.84,augment,,,CNC(C)CCC=CC=CC=CC=CS(C)=CC=O
CNC(C)CNC(=O)NC(=O)CC[C@@H1](C=CC1=CC1)C=CC=CCOCF,-3.88,augment,,,CNC(C)CNC(=O)NC(=O)CC[C@H](C=CC=CCOCF)C=CC1=CC1
C1C=CC=C(C)[C@H1]1CC(O)C(NC)C2=CCCCCO2,-3.85,augment,,,CNC(C1=CCCCCO1)C(O)C[C@H]1CC=CC=C1C
CNC(CCCCC(C)C=CC1=CC=CC=CC1C)CC2=CC=CC=C2N,-4.2,augment,,,CNC(CCCCC(C)C=CC1=CC=CC=CC1C)Cc1ccccc1N
CNC(O)CNC(=O)C=O,-3.17,augment,,,CNC(O)CNC(=O)C=O
C1SCCC(CCC=C(N)C12NC)CC2=O,-3.73,augment,,,CNC12CSCCC(CCC=C1N)CC2=O
C12=CCC=CC=C1C=C(NC)CC=CN2C#N,-4.52,augment,,,CNC1=CC2=CC=CCC=C2N(C#N)C=CC1
CC(C)CC[NH1+1](CCCC1NC)CC2C1S2,-3.66,augment,,,CNC1CCC[NH+](CCC(C)C)CC2SC12
CNC(CSCC=CC1=CCC(C)C)C1CF,-3.95,augment,,,CNC1CSCC=CC(=CCC(C)C)C1CF
CNC=C1CC1(NCCC(C2)CC=CC2C)C,-4.52,augment,,,CNC=C1CC1(C)NCCC1CC=CC(C)C1
CNC=C(CCC=C(O)CCC=CC=N1)N=C1,-4.04,augment,,,CNC=C1CCC=C(O)CCC=CC=NC=N1
CNC=CC(C)NC=O,-2.96,augment,,,CNC=CC(C)NC=O
C[NH2+1]CCC=CC(C=CNC)F,-2.71,augment,,,CNC=CC(F)C=CCC[NH2+]C
CNC=CC(N(O1)N2CCCC=[C@H1]NC(C)C1=CC3=C2)C3=O,-4.52,augment,,,CNC=CC1C(=O)c2cc3on1n(c2)CCCC=CNC3C
CNC=CC(C1=CCC(=O)CC=CN)CC1O,-4.56,augment,,,CNC=CC1CC(O)C1=CCC(=O)CC=CN
CNC=CC=CC(C)=CC=CCCC1C(C)C=NN1,-3.92,augment,,,CNC=CC=CC(C)=CC=CCCC1NN=CC1C
CNC=CC=CC(COC(C)C(=O)[O-1])C=CN,-2.96,augment,,,CNC=CC=CC(C=CN)COC(C)C(=O)[O-]
CNC=CC=CCC=CC=CC(C)C#CCC1=CC=CCC1,-4.17,augment,,,CNC=CC=CCC=CC=CC(C)C#CCC1=CC=CCC1
CNC=CC=O,-2.48,augment,,,CNC=CC=O
CNC=CCC(SC1C)C(F)[C@@H1](CCCC=C(C)C)CC1,-4.25,augment,,,CNC=CCC1SC(C)CC[C@H](CCCC=C(C)C)C1F
CNC=CCC=CN=CNC(C=O)C1CC=CC=C1C=O,-3.81,augment,,,CNC=CCC=CN=CNC(C=O)C1CC=CC=C1C=O
CNC=CCOC=CC1CNCSC=CCNC=C2C=C12,-4.41,augment,,,CNC=CCOC=CC1CNCSC=CCNC=C2C=C21
CNC=CCOC=CCCONCCNC=NC=CC=CC=[NH1+1]Br,-2.4,augment,,,CNC=CCOC=CCCONCCNC=NC=CC=CC=[NH+]Br
CNC=CN(O[NH2+1])CCC=O,-2.79,augment,,,CNC=CN(CCC=O)O[NH2+]
C1C=CC(C)C1NSCN(C=CNC)CC2=CCCNCCCC=C2,-5.05,augment,,,CNC=CN(CSNC1CC=CC1C)CC1=CCCNCCCC=C1
C[C@H1]1CCCC=C1C2CCC=C2OC=NC=CNC,-4.17,augment,,,CNC=CN=COC1=CCCC1C1=CCCC[C@@H]1C
CNC=CN=CPSC=CNC=CC=CC=C(CC=O)CC=CC=N,-3.54,augment,,,CNC=CN=CPSC=CNC=CC=CC=C(CC=O)CC=CC=N
CNC=[C@@H1]N=NC=O,-3.22,augment,,,CNC=CN=NC=O
CNC=CSCCNC=O,-2.63,augment,,,CNC=CSCCNC=O
CNC=CC=1C(C)=CSC=1C=O,-3.6,augment,,,CNC=Cc1c(C)csc1C=O
CC(C)CCCCNCCC=CCC=C(CNC)O,-3.26,augment,,,CNCC(O)=CCC=CCCNCCCCC(C)C
CNCC1CC1(N[NH2+1]CCCC=CCl)C,-3.31,augment,,,CNCC1CC1(C)N[NH2+]CCCC=CCl
C1[NH1+1](C)C(=O)NC(CNC)C(C)(C)NC1,-3.92,augment,,,CNCC1NC(=O)[NH+](C)CCNC1(C)C
CNCC=CCCC(=O)CC(=O)CCCOCCCC(F)C,-2.24,augment,,,CNCC=CCCC(=O)CC(=O)CCCOCCCC(C)F
C=1OC=CC=C(CC=CC(CCNC)=O)N=1,-3.68,augment,,,CNCCC(=O)C=CCC1=CC=COC=N1
CNCCC(C)=CC(N)CC=CC(=O)C=O,-3.4,augment,,,CNCCC(C)=CC(N)CC=CC(=O)C=O
CC(CCNC)=O,-2.88,augment,,,CNCCC(C)=O
CNCCC(C1)C=C1OC2NC=CC2CCC3=NN(O[NH1+1])C4CCCC4CCC=C3,-3.27,augment,,,CNCCC1C=C(OC2NC=CC2CCC2=NN(O[NH+])C3CCCC3CCC=C2)C1
C[NH1+1]CCN=C(C=NNC(=O)C=CC=CCCNC)CC=CCC=CC=CN=CCCCF,-3.16,augment,,,CNCCC=CC=CC(=O)NN=CC(CC=CCC=CC=CN=CCCCF)=NCC[NH+]C
C1C2OC=C1C=C2C=CCC=CCCNC,-3.71,augment,,,CNCCC=CCC=CC1=CC2=COC1C2
CNCCC=CNCCNC=O,-2.94,augment,,,CNCCC=CNCCNC=O
O=C(N)NC(CCCNC)=CC=O,-3.42,augment,,,CNCCCC(=CC=O)NC(N)=O
COC=CSCCN(C1CCC=C1CCCNC)CC2CC=C[NH1]2,-2.39,augment,,,CNCCCC1=CCCC1N(CCSC=COC)CC1CC=CN1
C1C(C)CN1CC[NH1]C,-2.94,augment,,,CNCCN1CC(C)C1
CNCCNCCCC(C)CCCCCC1CCSCC1C=O,-1.87,augment,,,CNCCNCCCC(C)CCCCCC1CCSCC1C=O
C[C@@H1](CCNC)CCC12CC=CN1C3CCC4=C3CC24,-4.2,augment,,,CNCC[C@H](C)CCC12CC=CN1C1CCC3=C1CC32
CNCN(N1CCCC1)OCC=2[C@@H1](C)CCC=2C=O,-2.77,augment,,,CNCN(OCC1=C(C=O)CC[C@@H]1C)N1CCCC1
C1[C@H1](OC=C1CNC=CC(N)CCN=NCNC)CC=CCC2=CC2,-3.22,augment,,,CNCN=NCCC(N)C=CNCC1=CO[C@H](CC=CCC2=CC2)C1
C1C=NC=C(C(C)NCNC)N(CC=CC=CC=CC=C1)C,-4.75,augment,,,CNCNC(C)C1=CN=CCC=CC=CC=CC=CCN1C
CNCNC(C)CC=O,-2.82,augment,,,CNCNC(C)CC=O
CNCNC=O,-2.3,augment,,,CNCNC=O
CNCOCCCC=CC(CCC1CCNC=N1)SC=O,-3.55,augment,,,CNCOCCCC=CC(CCC1CCNC=N1)SC=O
CNCOCCSC[NH1+1](C)C=O,-0.92,augment,,,CNCOCCSC[NH+](C)C=O
CNCS#CCC=NC=CC1=CSCCC=C1C=CC2=CC2,-4.34,augment,,,CNCS#CCC=NC=CC1=CSCCC=C1C=CC1=CC1
C1=C(CN(NC)C(C)C2=CC2)OCCC=CC=CC=C1,-4.7,augment,,,CNN(CC1=CC=CC=CC=CCCO1)C(C)C1=CC1
CC1(C(C)C2=CC2)CCCN(NC)N=C1C=CC3=C[NH1]3,-4.5,augment,,,CNN1CCCC(C)(C(C)C2=CC2)C(C=CC2=CN2)=N1
C1CCC=C(CNCC=CC=NN2NC)SC=CC=CC=C(C)C=CC21,-5.05,augment,,,CNN1N=CC=CCNCC2=CCCCC1C=CC(C)=CC=CC=CS2
CN(C)SC=NNC,-2.85,augment,,,CNN=CSN(C)C
C1CC2CNC(C(=O)C1NNC)=CCCCC=CC=CC=N2,-4.81,augment,,,CNNC1CCC2CNC(=CCCCC=CC=CC=N2)C1=O
CNSNC#N,-2.87,augment,,,CNSNC#N
CN[C@@H1](C)C(C)C=CCCCCF,-2.48,augment,,,CN[C@@H](C)C(C)C=CCCCCF
C1OC=CC=C(CCCC=C[C@@H1](C)NC)CCC1,-3.9,augment,,,CN[C@H](C)C=CCCCC1=CC=COCCCC1
COC=CC=C[C@H1](NC)C=O,-2.48,augment,,,CN[C@H](C=O)C=CC=COC
O=C(CCCC=C[N+1](=O)NC)F,-3.55,augment,,,CN[N+](=O)C=CCCCC(=O)F
C[C@@H1](CCS(=O)CCNC=CN=C1C=NOC[NH1+1]NC)C=C1ONCCC[NH1+1]C2C#C2,-2.83,augment,,,CN[NH+]CON=CC1=NC=CNCCS(=O)CC[C@H](C)C=C1ONCCC[NH+]C1C#C1
CNC1=CC=C/C=C1C=CC(C=CC=CC(N)C)C2CN=C2,-4.59,augment,,,CNc1ccccc1C=CC(C=CC=CC(C)N)C1C=NC1
COC#CC#CNC=CNC(C)(C)N=O,-3.19,augment,,,COC#CC#CNC=CNC(C)(C)N=O
COC(=O)C(C)NCCCNC(N)[C@@H1](C)CC1CC=CC=N1,-1.79,augment,,,COC(=O)C(C)NCCCNC(N)[C@@H](C)CC1CC=CC=N1
COC(=O)C=CC=CCC[C@@H1](C)C(CC=CN1)=N1,-4.07,augment,,,COC(=O)C=CC=CCC[C@@H](C)C1=NNC=CC1
COC(=O)C=O,-2.5,augment,,,COC(=O)C=O
COC(=O)CC(=O)CCC=CC=CC=C=O,-4.0,augment,,,COC(=O)CC(=O)CCC=CC=CC=C=O
COC(=O)CC=CC=CN(O)C=O,-3.64,augment,,,COC(=O)CC=CC=CN(O)C=O
COC(=O)CC=O,-2.88,augment,,,COC(=O)CC=O
COC(=O)CCNNCCCC(C)OC=O,-0.98,augment,,,COC(=O)CCNNCCCC(C)OC=O
COC(=O)CNC(C)ON=CCOCCCC1OC=CC1C,-1.7,augment,,,COC(=O)CNC(C)ON=CCOCCCC1OC=CC1C
COC(=O)CNC=CCS(=O)NC=NN(C=CCCSN(O)N)C1OC=CC=C1,-2.52,augment,,,COC(=O)CNC=CCS(=O)NC=NN(C=CCCSN(N)O)C1C=CC=CO1
COC(=O)CNCNCSCC(=O)C=CC=CC=NN=O,-3.72,augment,,,COC(=O)CNCNCSCC(=O)C=CC=CC=NN=O
COC(=O)CSNC=C1C=C1N=C=O,-3.32,augment,,,COC(=O)CSNC=C1C=C1N=C=O
COC(=O)C[C@@H1](C)C=CSC(C)C1=C[NH1]1,-3.08,augment,,,COC(=O)C[C@@H](C)C=CSC(C)C1=CN1
COC(=O)N=CCCCNC(=O)CCCCCC=CC=CC=C1C=CC=C1CF,-2.53,augment,,,COC(=O)N=CCCCNC(=O)CCCCCC=CC=CC=C1C=CC=C1CF
COC(=O)NC(C)C=O,-2.77,augment,,,COC(=O)NC(C)C=O
COC(=O)NCOCCC=CC=O,-3.09,augment,,,COC(=O)NCOCCC=CC=O
COC(=O)NNC(=O)CC=CC=COCNC=O,-3.03,augment,,,COC(=O)NNC(=O)CC=CC=COCNC=O
COC(=O)[C@H1](C)N(C(C)C=CC1)CC1(O)C,-3.25,augment,,,COC(=O)[C@H](C)N1CC(C)(O)CC=CC1C
COC(=O)[C@H1](N=CCCNC=CC1=C=CC2C[NH1]2)CCCC1,-5.02,augment,,,COC(=O)[C@H]1CCCCC(=C=CC2CN2)C=CNCCC=N1
COC(=O)N1NC2=N/C=NNCCC=CC=C(C)C=C21,-3.75,augment,,,COC(=O)n1[nH]c2c1=CC(C)=CC=CCCNN=CN=2
COC(C#N)=CC=CC=CC=C(C)CC=O,-3.67,augment,,,COC(C#N)=CC=CC=CC=C(C)CC=O
COC(C)([NH3+1])C,-2.68,augment,,,COC(C)(C)[NH3+]
COC(C)C1=CCCCN1C=O,-3.43,augment,,,COC(C)C1=CCCCN1C=O
COC(C)C=CN=C(CCF)C=O,-2.98,augment,,,COC(C)C=CN=C(C=O)CCF
COC(C)C=[C@@H1]NC=CC1C=CCC1=N,-3.57,augment,,,COC(C)C=CNC=CC1C=CCC1=N
COC(C)CC=O,-2.6,augment,,,COC(C)CC=O
COC(C)CNC(O)CN[C@@H1](C1)CC=CC(C)=C1N,-3.25,augment,,,COC(C)CNC(O)CN[C@@H]1CC=CC(C)=C(N)C1
COC(C)CNC(S)C(N)CCN=CC=CC=CBr,-2.41,augment,,,COC(C)CNC(S)C(N)CCN=CC=CC=CBr
COC(C)COC=CC(=O)NCCCN=CSCOC=CC#N,-2.0,augment,,,COC(C)COC=CC(=O)NCCCN=CSCOC=CC#N
COC(C)OC=O,-2.24,augment,,,COC(C)OC=O
COC(C)[C@@H1](N(C)CCC1=CC=CC=C1)C=O,-2.76,augment,,,COC(C)[C@H](C=O)N(C)CCc1ccccc1
CC(C)CCC=CC(OC)[NH2+1]CC=CC=CCSNC(C)C,-3.45,augment,,,COC(C=CCCC(C)C)[NH2+]CC=CC=CCSNC(C)C
C1C=NC=CC1C=CC=CC=C(OC)C=O,-4.02,augment,,,COC(C=O)=CC=CC=CC1C=CN=CC1
C1[NH1+1]CCCNC([NH1+1])NC[C@H1]1CC(=O)CC(OC)CC=O,-2.26,augment,,,COC(CC=O)CC(=O)C[C@@H]1CNC([NH+])NCCC[NH+]C1
COC(COC=O)CCC(OC)CC(C#CBr)=O,-2.55,augment,,,COC(CCC(CC(=O)C#CBr)OC)COC=O
C1OCCC=C1ONC(OC)(O)C=CC=C2OC2,-3.5,augment,,,COC(O)(C=CC=C1CO1)NOC1=CCCOC1
CC(C)=CC=CC(C)C=CC(OC)(O)C=O,-2.98,augment,,,COC(O)(C=O)C=CC(C)C=CC=C(C)C
COC(O)C=CCCCC(=O)CC=[C@@H1]CC=CNCC(C)NN=NC(C)C,-1.3,augment,,,COC(O)C=CCCCC(=O)CC=CCC=CNCC(C)NN=NC(C)C
C1C(CC=C1/C(OC)ON)C\[NH1]/N2CCC=C=C2[NH1],-2.47,augment,,,COC(ON)C1=CCC(CNN2CCC=C=C2[NH])C1
CC(N)CC[NH1]C(O/C)([O-1])C=C=C=C(C#C[O-1])C=CC=N,-3.36,augment,,,COC([O-])(C=C=C=C(C#C[O-])C=CC=N)NCCC(C)N
CC1=CC1(C(=O)N2C=CCCCC2CC(=O)C(C)CCF)OC,-3.7,augment,,,COC1(C(=O)N2C=CCCCC2CC(=O)C(C)CCF)C=C1C
C1OC(=O)NC=[C@@H1]CN(C)CC=CC=CC(C=CC=CCC=C1)(C)OC,-4.85,augment,,,COC1(C)C=CC=CCC=CCOC(=O)NC=CCN(C)CC=CC=C1
CC(CCCN1)(OC)CC=CC=CC2C=CC1=N2,-4.31,augment,,,COC1(C)CC=CC=CC2C=CC(=N2)NCCC1
COC12C=C1C(=O)N3C(C)C=CC=CN=C2CC4C3=CCC=C4,-4.81,augment,,,COC12C=C1C(=O)N1C3=CCC=CC3CC2=NC=CC=CC1C
