ligand_idx,smiles,delta_g_kcal_mol,mw,rot_bonds,hbd,hba,qed,sa,n_rings,max_poly_run,max_alkyne_run,pains_flag,brenk_flag,source
53,[C][C]/[C]=[C]/[C][C][C]1[C]2[C][C][C]1[C]([C]/[C]=[C]/[C])[C]2,0.0,204.187,6,0,0,0.6129,6.4173,2,1,0,0,0,recovered_735
530,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
531,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
532,[C][C]=C=C([C][C]C1=[C][C]N[C]=N1)/[C]=[C]/[C]/[C]=N/[C]=[C]/[C],0.0,247.216,7,1,3,0.4022,7.5797,1,3,0,0,1,recovered_735
533,[C][C][C]/[C]=[C]/[C]=[C]/C1=[C][C]2[C]=C([C])[C]=[C]C2=[C]1,0.0,204.187,4,0,0,0.6101,7.6754,2,6,0,0,1,recovered_735
534,[C][C][C]/[C]=[C]/[C]=C1\[C][C][C]([C][C]/[C]=N/[C]2[C][C]3[C][C][C]2[C][C]3)[C]1,0.0,278.249,7,0,1,0.6284,7.271,4,2,0,0,1,recovered_735
535,O=[C][C]1[C][C][C]N1,0.0,91.069,1,1,2,0.468,7.1184,1,0,0,0,0,recovered_735
537,NC1=C(/C([C]c2[c][c][c][c][c]2)=[C]\[C]=O)[C][C]=[C]1,0.0,212.187,4,1,2,0.7352,7.3766,2,3,0,0,1,recovered_735
538,[C][C][C][C][C]([C][C][C]C1=[C][C]=C([C])[C]1S[C][C])N[C]1[C][C][C][C]1,0.0,299.313,11,1,2,0.6262,7.6633,2,2,0,0,0,recovered_735
539,[C]C1=C(/[C]=[C]/[C]=[C])[C][C]=[C]1,0.0,120.11,2,0,0,0.476,7.6351,1,4,0,0,1,recovered_735
54,[C]/[C]=[C]/[C]=[C]/Nc1[c][c]n[c]c1/[C]=[C]/[C]N,0.0,201.188,5,2,3,0.5309,7.309,1,2,0,0,1,recovered_735
541,[C][C]([C])[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C][C]=O,0.0,196.164,8,0,1,0.5232,7.2248,0,4,0,0,1,recovered_735
542,[C][C][C]C1=C([C]/[C]=[C]/[N][N]/[C]=[C]/[C]/N=[C]/[C])[C]=[C][C]1,0.0,234.197,9,0,1,0.3129,7.6453,1,2,0,0,1,recovered_735
543,[C][C][C][C][C][C][C][C][C][C]N1[C][C][C]([C][C][C][C])[C]1,0.0,230.205,12,0,1,0.4544,7.6674,1,0,0,0,1,recovered_735
544,[C]C([C])([C])[C]=C=[C][C][C][C][C][C]1[C]=[C][C]=[C]1,0.0,192.176,6,0,0,0.4392,7.6696,1,2,0,0,1,recovered_735
545,[C]/[C]=[C]/[C]([C][C][C]C1=[C]N[C][C]=[C]1)[C]=O,0.0,187.157,6,1,2,0.6412,7.3978,1,2,0,0,0,recovered_735
546,[C][C][C][C][C][C][C][C][C]([C])[C][C][C]1[C]2[C]=[C][C]([C])[N@]1[C][C]2[C],0.0,266.238,10,0,1,0.5401,7.7172,2,1,0,0,1,recovered_735
547,[C][C][C][C][C]N[C][C][C]/[C]=[C]/[C]=C1[C][C][C][C]1,0.0,207.191,9,1,1,0.4369,7.6302,1,2,0,0,1,recovered_735
548,[C][C][C]1C([C]/[C]=[C]/[C]=[C]/[C]=[C]/Nc2[c][c][c][c]c2[C])=[C][C]=[C]N1[C],0.0,293.264,7,1,2,0.6076,7.8793,2,3,0,0,1,recovered_735
549,[C]/[C]=[C]/[C][C]1N[C]2[C][C]3[C]([C])[C][C][C][C]3[C]2[C][C]1[C]C(=[C])N,0.0,271.258,4,2,2,0.7862,7.4314,3,1,0,0,0,recovered_735
55,[C]/[C]=[C]/[C]=[C]/N/[C]=[C]/c1[c][c][c][c]c1[C]=O,0.0,199.168,5,1,2,0.5446,7.3967,1,2,0,0,1,recovered_735
550,[C][C]c1[c][c][c][c]c1[C]=O,0.0,124.098,2,0,1,0.556,7.3854,1,0,0,0,0,recovered_735
551,[C][C][C][C]C1=C([C]([C])[C])[C][C][C]1,0.0,144.132,4,0,0,0.5543,7.6964,1,1,0,0,0,recovered_735
552,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
553,[C][C@]1([C][C][C][C]([C]=[C])/[C]=[C]/c2[c][c][c][c][c]2)[C][C]=[C][C]=[C]1,0.0,252.231,7,0,0,0.6924,7.387,2,2,0,0,0,recovered_735
554,[C][C]c1[c][c][c][c]c1[C]=O,0.0,124.098,2,0,1,0.556,7.3854,1,0,0,0,0,recovered_735
555,[C][C][C][C][C]([C])[C]/N=[C]/[C@]1([C])[C]C([C])([C])[C]C([C])=N1,0.0,232.201,6,0,2,0.6011,5.8404,1,0,0,0,1,recovered_735
556,[C][C]([C]C(=O)[C]Cl)[C]1[C][C][C][C]1,0.0,171.562,4,0,1,0.6167,7.0433,1,0,0,0,0,recovered_735
557,[C][C]1[C][C]C2=C([C]1)c1[c][c][c][c]c1[C]2[C]=[C],0.0,192.176,1,0,0,0.6345,7.7186,3,1,0,0,0,recovered_735
558,[C][C][C][C]([C])[C]c1[c][c][c]c([C]C(=O)[C][C]2[C]=[C][C]=[C]O2)[c]1,0.0,272.218,8,0,2,0.7095,7.6961,2,2,0,0,0,recovered_735
559,[C]C(=[C])[C]N1[C][C]=[C][C]=C1[C],0.0,134.117,2,0,1,0.5354,7.8597,1,2,0,0,0,recovered_735
56,[C]c1[c][c]c([C][C][C]=O)c(Cl)[c]1,0.0,171.562,3,0,1,0.6701,6.8796,1,0,0,0,0,recovered_735
560,[C][C]([C])[C]c1[c]c([C])[c][c]c1-c1[c]c([C])[c]c([C])[c]1,0.0,228.209,3,0,0,0.7547,7.8816,2,0,0,0,0,recovered_735
561,[C][C]1[C]2[C][C]([C][C]2/[C]=[C]/[C]=[C]/[C]=[C])[C]1[C]=O,0.0,196.164,4,0,1,0.606,7.8751,2,3,0,0,1,recovered_735
562,[C][C][C][C][C][C]/[C]=[C]/C1=C([C])[C][C][C]1[C],0.0,180.165,6,0,0,0.5414,7.4527,1,2,0,0,1,recovered_735
563,[C][C]([C][C][C]/[C]=N/C([C])([C])[C][C]NC1=[C][C]=[C][C][C]1)[C]=N,0.0,260.235,10,2,3,0.3356,7.6657,1,2,0,0,1,recovered_735
564,[C]C1=[C][C]=[C][C]1,0.0,72.066,0,0,0,0.392,5.237,1,2,0,0,0,recovered_735
565,[C][C][C]/[C]=[C]/[C]/[C]=[C]/[C]=[C]/[C]1[C][C]=[C][C]=[C]1,0.0,192.176,6,0,0,0.5563,7.7304,1,2,0,0,1,recovered_735
566,[C][C]/[C]=[C]/[C]([C])[C][C@]1([C])[C][C]([C])[C]O1,0.0,172.142,4,0,1,0.6062,5.6326,1,1,0,0,0,recovered_735
567,O=[C][C]N[C][C][C]C1=[C][C][C][C]=C1[C]=O,0.0,191.145,7,1,3,0.4425,7.0965,1,2,0,0,1,recovered_735
568,[C][C]c1[c][c]c([C]/[C]=[C]/[C])[c][c]1,0.0,144.132,3,0,0,0.5952,7.7485,1,1,0,0,0,recovered_735
569,[C]/[C]=[C]/[C]=[C]/[C][C]([C])[C]1[C][C][C][C]1c1[c][c][c][c][c]1,0.0,228.209,5,0,0,0.6714,7.9492,2,2,0,0,1,recovered_735
57,[C][C][C][C]C(/[C]=[C]/[NH])=[C]\[C]=[C]\[C]=[C]\[C]=[C]\[C],0.0,195.18,7,0,0,0.5416,7.3977,0,5,0,0,1,recovered_735
570,[C][C]C1=C([C]2[C]([C])[C]([C])[C][C]2c2[c][c][c][c]c2N)[C]=[C][C]1,0.0,256.243,3,1,1,0.8169,7.6111,3,2,0,0,1,recovered_735
571,[C]=[C]/[C]=[C]/[C]1[C][C]=[C]C1=[C],0.0,120.11,2,0,0,0.4745,7.6351,1,2,0,0,1,recovered_735
572,[C]/[C]=[C]/S[C]Cl,0.0,115.564,2,0,1,0.5276,6.8081,0,1,0,0,0,recovered_735
573,[C][C][N][C][C][C]C(=O)[C]/C([C])=[C]/[C]=[C]/[C]=[C]/[C][C]([C])[C],0.0,246.204,11,0,1,0.3866,7.3294,0,3,0,0,1,recovered_735
574,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
575,[C][C][C][C][C][C][C][C][C]1[C](S)[C][C]2[C][N@]1N[C]=[C]2,0.0,242.262,7,2,3,0.5066,7.3659,2,1,0,0,1,recovered_735
576,[C][C]([C])Sc1c([C])[c][c]c(S)c1[C][C@]1(O)[C]N[C][C]=N1,0.0,291.336,4,3,5,0.574,7.5679,2,0,0,0,1,recovered_735
577,[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C][C][C]C([C])=O,0.0,160.131,6,0,1,0.4073,7.0001,0,3,0,0,1,recovered_735
578,[C][C][C]/[C]=[C]/[C]=[C]/[C]1[C]=[C][C]2[C][C][C]1[C]2[C],0.0,192.176,4,0,0,0.5888,6.6057,2,2,0,0,1,recovered_735
579,[C][C]1[C][C][C][C]1[C]1[C][C][C][C@@]1(Cl)[C]=[C],0.0,191.596,2,0,0,0.5801,5.2853,2,1,0,0,1,recovered_735
58,[C][C]([C][C][C]C1=[C]C(=C([C])[C])[C]=[C]1)N[C@@]1([C])[C][C][C]N1,0.0,246.228,6,2,2,0.709,6.2048,2,3,0,0,0,recovered_735
580,[C][C][C][C]C(=O)[C]c1[c][c][c][c]c1/[C]=[C]/[C]=[C]/[C]=[C]/C([C])=N,0.0,271.234,9,1,2,0.5312,7.3946,1,3,0,0,1,recovered_735
581,[C][C]/[C]=[C]/[C]=C1/[C][C][C]([C]2[C][C]N([C])[C]/C2=N/[C]=[C]/[C])[C]N1,0.0,271.238,4,1,3,0.8118,7.8144,2,2,0,0,1,recovered_735
582,[C][C][C][C]C([C])([C])/[C]=[C]/[C]/C([C])=[C]/[C][C],0.0,180.165,7,0,0,0.5521,7.5961,0,1,0,0,0,recovered_735
583,[C][C][C][C][C]([C])[C][C]c1[c][c]c2[c][c][c][c]c2[c]1,0.0,216.198,6,0,0,0.6919,7.8801,2,0,0,0,0,recovered_735
584,[C]/[C]=[C]/[C][C][C][C]1[C][C]N[C]1,0.0,135.125,4,1,1,0.5472,7.5786,1,1,0,0,1,recovered_735
585,[C]=[C][C][C][C]1[C][C][C][C]1,0.0,108.099,3,0,0,0.4997,7.7885,1,1,0,0,0,recovered_735
586,[C][C][C][C]1[C][C]=[C]N1[C]Cl,0.0,145.548,3,0,1,0.5363,7.367,1,1,0,0,1,recovered_735
587,[C][C][C][C][C][C]1[C]2[C][C][C@]1([C])C(/[C]=C(\[C])[C][C][C])=[C][C]2,0.0,240.22,7,0,0,0.594,7.8661,2,2,0,0,1,recovered_735
588,[C][C][C][C][C][C][C]1[C][C]=[C][C]=C1/[C]=[C]/[C][C][C][C],0.0,216.198,9,0,0,0.5127,7.721,1,3,0,0,1,recovered_735
589,[C][C][C][C][C][C][C]([C])[C][C]C(=[C])/[C]=[C]/[C]=[C]/NC(N)=O,0.0,251.224,11,2,1,0.3133,6.8679,0,3,0,0,1,recovered_735
59,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/c1[c][c][c][c][c]1,0.0,204.187,6,0,0,0.6149,7.7567,1,3,0,0,1,recovered_735
590,[C]C1=[C][C]=C2[C]([C][C]N2[C]C2=[C][C][C][C][C]2)[C]1,0.0,206.183,2,0,1,0.6559,3.538,3,2,0,0,0,recovered_735
591,[C][C]([C])[C][C][C]1[C]=[C][C]=C1[C]C(=O)/[C]=[C]/[C]/[C]=[C]/Cl,0.0,255.639,8,0,1,0.6028,7.2239,1,2,0,0,1,recovered_735
592,[C][C][C][C]([C])c1[c][c][c][c]c1[C]=O,0.0,160.131,4,0,1,0.6302,7.4536,1,0,0,0,0,recovered_735
593,[C][C][C]/[C]=[C]/c1[c][c]c([C])c([C][C]Nc2[c][c]c([C])[c]c2[C])n1,0.0,281.253,7,1,2,0.7819,7.5408,2,1,0,0,1,recovered_735
594,[C][C][C][C][NH],0.0,63.059,2,0,0,0.4324,7.2098,0,0,0,0,0,recovered_735
595,[C][C]([C])/[C]=[C]/[C]=[C]/[C][C]1[C]2[C][C][C][C]1[C]([C][C][C][C]/[C]=[C]/N)[C]2,0.0,280.265,9,1,1,0.3832,6.6886,2,2,0,0,1,recovered_735
596,[C][C]/[C]=[C]/[C]=[C]/[C]C1=[C][C]=[C][C]1[C][C],0.0,168.154,5,0,0,0.5412,7.5938,1,2,0,0,1,recovered_735
597,[C][C]1[C]=[C][C](C([C])=O)[C]1C1=[C][C]=[C][C]1[C]1[C][C][C][C]1,0.0,232.197,3,0,1,0.7098,7.5773,3,2,0,0,0,recovered_735
598,[C][C][C][C]([C])[C]/[C]=C1/N[C]=[C]C([C])=C1[C]N([C]c1[c][c][c][c]c1O)O[C][C]1[C][C]N[C]1,0.0,389.329,11,3,5,0.3883,7.8867,3,3,0,0,1,recovered_735
599,[C][C]c1[c][c][c][c]c1[C]N[C][C][C]c1[c][c][c]nc1[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C],0.0,329.297,11,1,2,0.3833,7.8509,2,3,0,0,1,recovered_735
6,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
60,[C][C]/[C]=[C]/[C]=C1/N[C]([C])[C]2[C]1[C]([C][C])c1[c][c][c][c]c12,0.0,243.224,3,1,1,0.8417,7.3551,3,2,0,0,0,recovered_735
600,[C][C]/[C]=[C]/[C]=C1\[C][C]2[C][C]1[C][C][C]2/[C]=[C]/[C]=[C]/[C],0.0,216.198,4,0,0,0.6252,6.8528,2,2,0,0,1,recovered_735
601,[C][C]/[C]=[C]/C1=[C][C]=[C][C]1[C],0.0,120.11,2,0,0,0.5073,7.6351,1,3,0,0,0,recovered_735
602,[C]/[C]=[C]/c1[c][c]c([C][C]=[C])[c][c]1,0.0,144.132,3,0,0,0.5952,7.7485,1,1,0,0,0,recovered_735
603,[C]/C(=N\[C]=O)c1[c][c][c]c2c1[C][C](Cl)[C]2[C]Br,0.0,301.506,3,0,1,0.7863,6.81,2,0,0,0,1,recovered_735
604,[C][C][C]/[C]=[C]/[C]=[C]/[C]=[C]/C([C])([C])c1[c][c][c][c][c]1,0.0,216.198,6,0,0,0.6294,7.8615,1,3,0,0,1,recovered_735
605,[C][C]/[C]=[C]/[C]=C(\[C][C])[C](N)[C]1[C][C][C][N][C]1,0.0,198.184,5,1,1,0.6271,7.3929,1,2,0,0,1,recovered_735
606,[C][C][C][C]/[C]=C1\[C][C][C]2N[C]=[C][C]=C21,0.0,171.158,3,1,1,0.6165,7.6729,2,3,0,0,1,recovered_735
607,[C]c1[c][c]c([C])c([C]/[C]=[C]/[C]=[C]/N[C@]2([C])[C][C]=[C][C]=[C]2)n1,0.0,257.231,5,1,2,0.6171,5.6264,2,2,0,0,1,recovered_735
608,[C]/[C]=[C]/[C]=C1\[C][C][C]N([C][C][C]2[C][C]=[C][C]=[C]2)[C]1c1[c][c][c][c]c1F,0.0,309.258,5,0,1,0.8043,7.9129,3,2,0,0,0,recovered_735
609,[C][C][C][C]1[C][C][C]([C])C(=O)[C]1,0.0,136.109,2,0,1,0.5333,7.187,1,0,0,0,0,recovered_735
61,[C][C][C][C][C]1[C]2[C][C][C]1C1=[C][C][C]3[C]=[C][C]=C3[C]1[C]2,0.0,228.209,3,0,0,0.6893,7.1084,4,2,0,0,0,recovered_735
610,[C]C(=O)[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/[C]=[C]/c1[c][c][c][nH]1,0.0,271.234,9,1,1,0.6693,7.4459,1,4,0,0,1,recovered_735
611,[C][C][C][C][C]1[C][C]2[C][C]=[C][C]1[C]2,0.0,144.132,3,0,0,0.5534,6.9037,2,1,0,0,0,recovered_735
612,[C]/[C]=[C]/[C]=[C]/[C]=C=[C]C1=C([C])C(C(=[C])[C]=[C])=N[C]1,0.0,218.194,5,0,1,0.4896,7.4004,1,5,0,0,1,recovered_735
613,[C][C][C][C]([C])/[C]=[C]/[C]=C(\[C])[C]/[C]=[C]/[C]=C(\Cl)[C][C],0.0,239.64,8,0,0,0.5701,7.3505,0,2,0,0,1,recovered_735
614,[C][C]/C([C][C]/[C]=[C]/[C]=[C]/[C])=[C]\[C]=[C]\[C]=C([C])\[C]=[C]\[C]=[C]\F,0.0,259.218,9,0,0,0.5568,7.4731,0,5,0,0,1,recovered_735
615,[C]/[C]=[C]/C#C[C]C([C])=C=C1[C][C]S[C]1,0.0,188.21,1,0,1,0.4461,7.3155,1,2,1,0,1,recovered_735
616,[C][N]/[C]=[C]/[C]1[C]2[C][C]([C]N=C2c2[c][c][c][c]c2[C])/C1=N\[C]=[C]\[C]=[C],0.0,294.252,5,0,2,0.7265,6.5725,3,2,0,0,1,recovered_735
617,[C][C]C1=[C][C]=[C][N]1,0.0,86.073,1,0,0,0.4288,7.6887,1,2,0,0,0,recovered_735
618,[C][C][C]C(/[C]=C(\N)[C]C#C[C])=[C]/C1=[C][C]=[C][N]1,0.0,210.195,5,1,1,0.5111,7.2743,1,4,1,0,1,recovered_735
619,[C][C][C][C][C][C][C][C][C][C]c1[c][c][c][c]c1[C][C]1[C]c2[c][c][c][c]c2[C]1[C],0.0,324.297,11,0,0,0.557,7.9973,3,0,0,0,1,recovered_735
62,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C@]1([C])[C][C][C][C]2Nc3[c][c][c][c]c3[C]21,0.0,291.268,5,1,1,0.8174,6.2384,3,4,0,0,1,recovered_735
620,[C][C][C][C][C][C]C1=C(N)[C]=[C][C]1,0.0,148.144,5,1,1,0.5627,7.1944,1,2,0,0,1,recovered_735
621,[C][C][C][C]/[C]=C(\[C])c1[c][c]n[c]c1[C][N][C][C][C]([C])O,0.0,249.208,9,1,2,0.6545,7.4604,1,1,0,0,1,recovered_735
622,[C]/[C]=[C]/[C]=[C]/C1=[C]NC([C])=[C]C1([C])[C],0.0,171.158,2,1,1,0.6007,7.6778,1,3,0,0,1,recovered_735
623,[C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/[C]=[C]/[C][C][C][C][C]1[C][C][C]O1,0.0,232.197,9,0,1,0.431,7.6174,1,2,0,0,1,recovered_735
624,[C][C][C][C][C]([C])[C][C]1[C][C]=[C][C]=C1[C@]12[C][C]=[C][C]=C1[C][C][C]2[C][C],0.0,288.264,7,0,0,0.6722,7.3161,3,2,0,0,0,recovered_735
625,[C][C][C]/[C]=[C]\[C]1[C]2[C][C][C]3[C][C@@]1([C])[C][C]32,0.0,180.165,3,0,0,0.6106,7.6507,3,1,0,0,0,recovered_735
626,[C]O/[C]=[C]/[C]=C(\[C]1[C][C]2[C][C][C][C][C]2C1([C])[C])c1[c][c]nn[c]1,0.0,284.233,4,0,3,0.6125,7.8906,3,2,0,0,1,recovered_735
628,[C][C]N([C])C(=O)[C](Cl)[C][N][C]/[C]=C(\[C])[C][C]N,0.0,239.621,8,1,2,0.4726,6.7052,0,1,0,0,1,recovered_735
629,[C][C][C]1[C][C]=[C][C]=C1/[C]=[C]/[C]([C])[C]=O,0.0,172.142,4,0,1,0.6082,7.4627,1,3,0,0,0,recovered_735
63,O=[C][C][C@@]12[N][C@@]13[C][C]23,0.0,102.072,2,0,1,0.4094,7.6922,3,0,0,0,1,recovered_735
630,[C][C]/[C]=[C]/[C]=[C]/[C][C]1[C][C]([C])[C]C1=[C],0.0,168.154,4,0,0,0.5534,7.5704,1,2,0,0,1,recovered_735
631,[C][C][C]1[C][C]C([C]([C])[C]([C])N[C]2[C]=[C][C]=C2[C][C])=[C][C]1N([C])[O],0.0,285.241,7,1,2,0.7036,7.6637,2,2,0,0,1,recovered_735
632,[C][C][C][C][C][C]C1=[C][C](/[C]=[C]/[C]=N)N[C]=[C]1,0.0,198.184,7,2,2,0.4571,7.4263,1,2,0,0,1,recovered_735
633,[C][C][C][C]([C][N])[C]c1n[c][c][c]c1[C]C1=[C][C]=C2[N][C]=[C][C]=C2O1,0.0,298.24,7,0,2,0.7401,7.637,3,4,0,0,0,recovered_735
634,[C][C][C][C][C][C][C]1[C][C][C]([C])c2c([C][C][C][C])[c][c][c]c21,0.0,252.231,8,0,0,0.6196,7.6438,2,0,0,0,1,recovered_735
635,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
636,[C][C][C][C][C]/[C]=[C]/N/[C]=[C]/C1=[C][C][C][C]C1=[C],0.0,207.191,7,1,1,0.4839,7.6637,1,3,0,0,1,recovered_735
637,[C][C][C][C][C][C]/[C]=[C]/[C]=[C]/[C]=C1\[C][C]2[C]([C])[C]=[C][C]=C2N1,0.0,255.235,7,1,1,0.5335,7.5518,2,3,0,0,1,recovered_735
638,[C][C]/[C]=C(\[C][C][C][C]N[C])N[C][C]C1=[C][C]=[C][N]1,0.0,224.202,10,2,2,0.4014,7.4942,1,2,0,0,1,recovered_735
639,[C][C][C][C]C1=[C][C]2[C][C]3[C]([C])[C][C]2[C]3[C]1,0.0,180.165,3,0,0,0.6136,7.3581,3,1,0,0,0,recovered_735
64,[C][C]/[C]=[C]/[C]=[C]/[C]/[C]=[C]/C1=[C]N=[C][N]1,0.0,172.146,5,0,1,0.5363,7.4329,1,2,0,0,1,recovered_735
640,[C]1[C][C]2[C]=[C][C]=C2[C]1,0.0,96.088,0,0,0,0.4166,7.8908,2,2,0,0,0,recovered_735
641,[C][C]/[C]=[C]/[C]=[C]/[C]=C([C])/[C]=[C]/[C]=[C]/[C]c1[c][c][c][c]c1[C],0.0,252.231,7,0,0,0.6501,7.7842,1,5,0,0,1,recovered_735
642,[C][C][C]/[C]=[C]/[C][C@]12[C][C]([C]O1)[C][C]2[C],0.0,172.142,4,0,1,0.6062,7.6038,2,1,0,0,0,recovered_735
644,[C]C(=O)N/[C]=[C]/[C][C][C][C][NH],0.0,142.117,5,1,1,0.4032,6.5709,0,1,0,0,1,recovered_735
645,[C]/[C]=[C]/N[C]c1[c]c([C])[c][c]c1/[C]=[C]/[C]1[C][C][C][C][C]1[C]([C])[C],0.0,279.257,6,1,1,0.7774,7.9228,2,1,0,0,1,recovered_735
646,[C][C]/[C]=[C]/[C]=[C]/N/[C]=[C]/c1[c][c][c][c][c]1,0.0,183.169,5,1,1,0.523,7.7023,1,2,0,0,1,recovered_735
647,[C][C][C]N[C]([C])[C][C][C]/[C]=C(\Cl)[C]/[C]=[C]/[C]=[C],0.0,230.633,10,1,1,0.3407,7.1676,0,2,0,0,1,recovered_735
648,[C][C][C]1[C][C][C]2[C][C](N[C][C][C][C][C](O)[C]([C])[C])N[C]12,0.0,251.224,8,3,3,0.4268,7.1965,2,0,0,0,1,recovered_735
649,[C][C][C][C][C][C][C]1[C][C][C]2[C][C][C][C]3[C][C]([C])[C][C@]23[C]1,0.0,240.22,5,0,0,0.6395,7.7423,3,0,0,0,1,recovered_735
65,[C][C][C][C][C][C]C1=[C][C]=[C][C]1[C],0.0,144.132,5,0,0,0.5058,7.6011,1,2,0,0,1,recovered_735
650,[C]OC1=[C]N[C]([C])[C]=C1[C]c1[c][c][c]c2c1[C][C][C]2,0.0,235.201,3,1,2,0.8476,7.8309,3,2,0,0,0,recovered_735
651,[C]/[C]=[C]/[C]=[C]\[C]c1[c][c][c][c]c1[C][C][C]=O,0.0,196.164,6,0,1,0.6163,7.4514,1,2,0,0,1,recovered_735
652,[C]O/[C]=[C]/[C]1[C]C([C])=C2[C]([C])[C]12,0.0,148.12,2,0,1,0.5301,7.0684,2,1,0,0,1,recovered_735
653,[C]=[C]/[C]=[C]/[C]=[C]/[C][C]N1[C][C]=[C][C]=[C]1,0.0,170.15,5,0,1,0.5499,7.7773,1,3,0,0,1,recovered_735
654,[C][C][C][C][C][C]([C])[C]1[C][C]C2=[C][C]([C])[C]=C12,0.0,192.176,5,0,0,0.5782,7.6816,2,2,0,0,1,recovered_735
655,[C][C][C]/[C]=[C]/[C][C]C(=O)[C]=O,0.0,140.097,6,0,2,0.4762,6.5021,0,1,0,0,1,recovered_735
656,[C][C]N/[C]=[C]/Nc1[c][c]c([C])c([C]([C])C([C])=[C])[c]1,0.0,222.206,6,2,2,0.7033,7.6078,1,1,0,0,1,recovered_735
657,[C][C]([C])[C][C]1[C][C][C]C1=O,0.0,124.098,2,0,1,0.5143,7.1698,1,0,0,0,0,recovered_735
658,[C][C]([C])/[C]=[C]/[C]=[C]/c1[c][c][c][c]c1[C][C]N[C][C]c1n[c][c][c]n1,0.0,295.26,9,1,3,0.4209,7.7854,2,2,0,0,1,recovered_735
659,[C]C1([C])[C][C]=[C][C@]([C])([C][C][C]/[C]=[C]/C2([C])[C]=[C][C]=[C]2)[C]1,0.0,240.22,5,0,0,0.6369,7.47,2,2,0,0,1,recovered_735
66,[C][C][C]([C][C])[C][C][C]1[C]=[C]c2[c][c][c][c]c2[C]1[C]([C])[C][C],0.0,252.231,7,0,0,0.6941,7.7995,2,1,0,0,0,recovered_735
660,[C][C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C][C][C]1[C]N[C][C][C]1/[C]=[C]/[C]=[C]/[C]([C])[C]F,0.0,310.266,11,1,1,0.5739,7.669,1,3,0,0,1,recovered_735
661,[C]/[C]=[C]/[C]=[C]/[C]=[C]/[C][C][C][C]=C1[C]([C])[C][C][C]1[C],0.0,216.198,6,0,0,0.4664,7.5652,1,3,0,0,1,recovered_735
662,[C][C]/[C]=[C]/[C]=[C]/[C]=[C]/[C]1[C]([C])[C]([C]=O)[C]C1=[C],0.0,208.175,5,0,1,0.6133,7.2646,1,3,0,0,1,recovered_735
663,[C][C]1[C]=[C][C]=C1C1=[C]N([C])[C][C](Cl)C1([C])[C],0.0,217.614,1,0,1,0.6447,7.5526,2,3,0,0,0,recovered_735
664,[C][C][C][C]([C])[C][C]([C])[C][C@@]1([C][C]=O)[C][C][C][C]=[C]1,0.0,220.186,8,0,1,0.5916,5.7873,1,1,0,0,0,recovered_735
665,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
666,[C][C][C][C][C][C][C][C]1[C]2[C][C](/[C]=[C]/[C][C][C][C])[C]1[C][C]2[C],0.0,252.231,10,0,0,0.5192,6.5687,2,1,0,0,1,recovered_735
667,[C]/[C]=[C]/[C]=[C]/F,0.0,79.053,1,0,0,0.4081,6.9443,0,2,0,0,1,recovered_735
668,[C][C][C]([C])[C]C1=C([C])[C]SC([C][C]([C])[C][C]/[C]=[C]/C#C[C])=[C]1,0.0,284.298,8,0,1,0.6169,7.6458,1,2,1,0,1,recovered_735
669,[C]/[C]=[C]/[C]=[C]/Cl,0.0,95.508,1,0,0,0.428,6.8972,0,2,0,0,1,recovered_735
670,[C][C][C][C][C]([C])[C][C][C]1[C][C](Cl)[C]2[C]1[C]=[C][C]=C2O,0.0,256.647,6,1,1,0.7721,7.1225,2,2,0,0,0,recovered_735
671,[C][C]/[C]=C(\[C])[C]/[C]=[C]/[C]=[C]/[C]1[C][C][C][C]=N1,0.0,194.172,5,0,1,0.5814,7.6652,1,2,0,0,1,recovered_735
672,[C]=[C][C][C][C][C][C]1[C]=[C][C][C][C]1N[C][C]1[C][C]=[C][C]=[C]1,0.0,243.224,8,1,1,0.4961,7.8567,2,2,0,0,1,recovered_735
673,[C][C][C][C][C]([C])[C]/[C]=C(Cl)\[C]=[C]\[C][C],0.0,191.596,7,0,0,0.5389,7.1968,0,2,0,0,1,recovered_735
