idx,smiles,delta_g_kcal_mol,source
5033,CCN=CC(N)(CCC=C1)C1C=O,-4.03,augment
5034,CN(C)[C@@H1](C)C(=O)NC=O,-3.15,augment
5035,C1SCCCSN2C(COC=C2C3CC3=O)=CCC=C1,-4.66,augment
5036,C1OC(=O)N1CCC=C,-3.24,augment
5037,C1#CON(C)C1CC(=C2)N2,-3.97,augment
5038,C1CCCCC=C1C=CCC(N=CNCC=C(CCC)CC=O)C=C,-5.19,augment
5039,CC(C)CCCCCNCCC=C1CC2CC1=NN=N2,-4.46,augment
5040,C1COCCC1C=CC=C(NC=O)N(C)CC2=C=N2,-3.98,augment
5041,C1CNCOCC=CCCS1(CCC[C@@H1]2)CCCCC2,-4.6,augment
5042,CC=C1C=C(N[C@H1](C)C=O)CC(C)(C)[NH1]COCOC1,-4.33,augment
5043,CC=CC=C(C[C@@H1]CC(=O)C[C@@H1]1CCN)CCC=CC=CS1S,0.0,augment
5044,C=C(C)CCCC[C@@H1]C=NC(C)C=CCC,-2.73,augment
5045,C1C=CC1=C,-2.42,augment
5046,COC=NC=C(CCCCCCN(C)C=C(N)CC=O)CC=N,-1.48,augment
5047,CC=NS=C1/C=CC(C)CC#C1,-4.61,augment
5048,O=CC=CNCCNCC=CC(C)C=NC=CC=CNC=CC(F)S,-3.18,augment
5049,CC(C)C(=O)C(=O)/C1=CC2=CCC=CC2NC1(C)[N+1]Cl,-4.37,augment
5050,COC=CCC(=O)CCCOCCCC(C)(O)[O-1],-1.74,augment
5051,C[C@@H1]CC[C@@H1]SCCC=NCCCC=C1C=CNSC1CC=C,-3.16,augment
5052,CC(=O)NC=CC=CC=O,-4.04,augment
5053,C1C=NN=C1C=CNC[NH1+1]CCCC(C)[C@@H1],-3.85,augment
5054,C1OCCC(C=CC2[C@@H1](C)C3CCN[C@@H1](C4)C=C3[C@@H1]C=C24)C1,0.0,augment
5055,CCCC(C)C=C(C[C@H1]CCC=O)C,-3.26,augment
5056,CC(C)(CC1C=C2)C=C1OC=C2C=O,-4.01,augment
5057,C=[C@@H1]CC[C@@H1]CC[C@@H1]C=O,-2.83,augment
5058,CC(C)(C=CCCC)C1CCCC=C1C(O)C=CC(C)C,-4.37,augment
5059,CCC[C@@H1][C@@H1]C(=CC(=C)CSOC)COCC=C=C=CC=C,-3.05,augment
5060,CC(C)C=CC1(O)CCNC#CN=C2CC12Cl,-4.2,augment
5061,C1CCC(CC)CNC(O)C2CN(C=NC=C2)SC=CS1(=O)C,-4.42,augment
5062,C1CNC(C)N1OCNC=CC(C)OCCCC2O[NH1+1]2OC,-2.55,augment
5063,C=1CCN=C=1,-2.72,augment
5064,C1=C(N)C(=O)N=NC=C(O2)C=C=C(CC2C)OCCCC=CC=C1C,-4.93,augment
5065,CN(C)C(=O)CCNC(C)=NCC=CCCF,-2.69,augment
5066,C1[C@@H1](CNC=O)C=C1Cl,-3.45,augment
5067,CCOC(C)C(OCC=CC=C1)C=CC=C1,-4.18,augment
5068,C[C@H1](CC=NCC)C=O,0.0,augment
5069,CCOC[C@H1]OOCCC1C=NNC=NC=CC=C2C=CN=CC2C1=N,-3.04,augment
5070,C1=CC1CC2=CC=CN=C2C(=O)NCC=C[NH1]C=NN=NC=C,-4.68,augment
5071,CC=CC=CC=O,-3.26,augment
5072,C1C(C2)CC=CC=C=C2N[C@@H1]C3OC[C@@H1]1C3CCC=C,-4.3,augment
5073,C=CC=C=[C@H1]CC=CC=NC=CC1CCC=C1OC=NCCCl,-3.39,augment
5074,CC=CC=C(C)CCC=CC(=O)CC[C@@H1]C=O,-3.63,augment
5075,C1[C@@H1](C=O)[NH1+1]1CNC2=CC(C)CC=C2CF,-3.9,augment
5076,C1C2OC=C1C=C2C=CCC=CCCNC,-3.71,augment
5077,C1CNSC=C1C=NCC([C@@H1](C)C=O)CC#N,-3.6,augment
5078,CCC=CC=CN([C@H1](CN)CCCC=CC=NNC=CC1=O)C1,-4.18,augment
5079,CCCC(CC1)C(OC=C2C=CC(=O)C=O)CCC=CC=C2O1,-4.4,augment
5080,CC(C=C(C[NH1+1]CCCC)[C@H1]C=CC=CC=C=C)CCC=O,-2.96,augment
5081,C[C@@](CO)C(=O)C=O,-3.28,augment
5082,C[C@H1]CNNCCS(NCNCC)NC=C1CCOC1P,-1.61,augment
5083,C1C(C)(C[C@H1]CC)OC=C=C1C,-3.1,augment
5084,CCC(=O)C=O,-2.69,augment
5085,C=CC=CCCCC=C(CO)[C@H1](OC)C=CCC=C(C)C,0.0,augment
5086,C1C2[C@H1](C[C@H1])C=CCC(=N)C1C=N2,-4.1,augment
5087,CC[C@H1]CCC1C=C1C[C@@H1]C(N)CC=O,-2.87,augment
5088,C=CC=NC1(OCCCNCCC2[C@@H1](C)OOO2)C=CC=C1,-2.86,augment
5089,C#CC=NN=C(O)C=C(C[C@H1]NCC)CCC=CCC=NC=CF,-2.27,augment
5090,C1C[NH1+1]1NNC=NCC=NN=C(C=CCCCCF)S,-3.83,augment
5091,COC=CC=CCC=CCC1C=CCN1C,-3.84,augment
5092,CCNC(=O)[NH1]C=CSC=CC(C=NC=O)C([NH1+1])CCCC,-3.13,augment
5093,CCC1C[C@@H1](C[C@H1](C=CCNCC)C=N)CN=C1S#C,0.0,augment
5094,C1CO[C@@H1](CNN1C=NC(CCl)=C)C2=CC2(C)CC=CC,0.0,augment
5095,COC=CC=CC=CC(=C)C(=O)CN=CCC=CC=C,-3.17,augment
5096,CCCCC(N)C(C=CCC(C)ON=O)C,-2.16,augment
5097,CCCCCN=C(NCC1CN(C)C=CC=CNCCC)C1C,-3.79,augment
5098,CCOC(N)NCCC=O,-2.75,augment
5099,CC=NNN(C1)CNC(CC)NC=CC=C(C)C=CCC=N[NH1]1,-4.68,augment
5100,C=C=C,-1.73,augment
5101,CC=C(C)NC=C1C=C1CCC(N)C(S)C=CN=CC(C)C,-3.31,augment
5102,CC1=CC(=C)C=C1C(=C)/C(O)OC(C=2)CC=2C,-3.51,augment
5103,COC(=O)[C@@H1]C=CC=CC(O)C=CNCCCCC=NN=C,-2.72,augment
5104,CC=NC=CCCN[C@@H1]C=O,-3.04,augment
5105,CC[NH2+1]NCNCCCCCCCC(C)S(N)N(C)CF,-0.88,augment
5106,CCCC=NC=CC=C(C(=O)C(=O)NC(C)=NC=CSC)C,-3.89,augment
5107,C1CN=CC=C/C(N)N(C2=CC(O)C=C2)CS1,-4.01,augment
5108,C1OC=CC=CC1C(=O)NC=C[C@H1]COCCCCSC=O,-3.06,augment
5109,C1C=CC=CCC2=CCC=C2CCC(C)=CC=C1,-4.59,augment
5110,C1OCCOC=COC[C@H1](C2)C(CCC=C21)CCF,-3.74,augment
5111,O=C(C=CC1=C2C=CC=C1C2=C)CCl,-4.56,augment
5112,N#CC=CCCCOC[C@H1]CC=CC#CCF,-2.35,augment
5113,C=C(C)[C@H1]SCS1CCC(OC2)CC(C)CC(CC1C2)Cl,-4.52,augment
5114,CC1=CC(NSCNC(C)CCN)C1CC=CC=C=C,-3.21,augment
5115,C1[C@@H1](CC[C@H1]1NNCCOC=O)C2C3OC=C2CC=C3CCCC=C,-3.28,augment
5116,CCCOC(C=C)C(=O)CCC(C)CCC=O,-2.76,augment
5117,COC1=C(C)NC=C[C@H1]1C=[C@@H1]N[C@@H1]C[C@@H1](C)CC=CN=S=O,0.0,augment
5118,CC[C@H1](C[C@H1]1CCOC[C@]1C)CCCCCC2CS2O,-3.52,augment
5119,COC=CC=CC1CCCCC=CC=CCCC1,-4.29,augment
5120,CC1C=CNC23CCC1CN2CC(=O)N3CC(=O)C=C=C=O,-4.91,augment
5121,C[C@@H1]([C@H1])[NH2+1]C1C[C@H1]1NCCC2=CN=C(Cl)C=C2F,-3.18,augment
5122,CCCCCNC=C[C@@H1](C)C[NH1+1]CCCCNCCC#CS=O,-2.55,augment
5123,CCCC#CNCC(C)CCSC=O,-3.57,augment
5124,CC(C)CN1CCCOC(C=N1)C,-3.07,augment
5125,C#1CCC=C2C=CS#1(C[NH1+1](C[C@@H1]=CC=NNCO3)NC=NN(C)NC[C@@H1]C)C3CO2,-4.91,augment
5126,CCC([C@H1])(CC(O)[C@H1](C)N)C(O)C(O)C,-1.75,augment
5127,OC(=O)NCCCCCCCC[C@H1](CC)CCC=CC1=CN1,0.0,augment
5128,O=CCOC[C@@H1][C@@H1]CCOOCC(=C)CC=CC=CC=C1NCOC1SCl,-3.52,augment
5129,CC(C=CC=C1C2=CC=CC=CC2)C3=NC3N1C,-4.38,augment
5130,C1C=CC=CC=CC=C(NC(=O)CCNCNC(C)CC)C1C,-5.39,augment
5131,CC1=NCSNN1CC=CCC[C@H1]N(C)[C@H1]CC=CC=CN=C,-3.31,augment
5132,C1C=CCC2CCS([C@@H1])N2NN1CCNCCC=CC=CCCCC=NC=O,-4.11,augment
5133,CNC(=O)[C@@H1]C=O,-2.7,augment
5134,CC=NC=CSC(C)[C@H1](N)CC1CC=CCC1C=O,-4.2,augment
5135,CC=C(C=O)N=CC1=CCC=CCC2=CC2(C)CC1C(C)C=C,-4.38,augment
5136,CC[C@@H1](CC)C=O,-2.81,augment
5137,C1C(C)NCC=C1C(NCCC=O)(CC2CC2)N,-2.56,augment
5138,C[C@@H1]C[C@H1][C@@H1](C)NC1(C)C(C)O1,-2.72,augment
5139,CC=CC=C(S1)CCN(C)CCC23C1C=CC2=N3,-4.28,augment
5140,C1[C@@H1](OC=NCC=CC=CC1(C)C)CC=CN=C(Cl)C=O,-4.39,augment
5141,C[C@H1]CC=CCCC[C@@H1](C(=O)NCC1=NC=C(C=CC=CC=C1)ONCC2)C2,-4.78,augment
5142,CNCNCCC=CCSCCCNCCCC(C)CCNC=CC=CCC=C,-0.85,augment
5143,COC[C@H1](N)C=CCC(=O)C1=CC=CCC1=O,0.0,augment
5144,C1C(C)(N)CNC2=CC=C1C=NCN3CCCC3C2C,-4.73,augment
5145,CCC=CC=CC=CCNC(=O)NC[C@H1](C)C=CCC#N,0.0,augment
5146,COC#CCCCC(C)S(C)(=N)C(N(C1)NC(C)C=C1)=NN=CC=C,-4.51,augment
5147,CC([O-1])C1=C2C=C(NC=NC=CCC(C)C=C21)C=S,-4.92,augment
5148,CCCC[C@@H1](CCCC1)N1CCC=O,-3.51,augment
5149,CCOCOCOC=O,-1.91,augment
5150,CCCCC=1N(C=O)C=C=1,-3.19,augment
5151,CCCCC[NH1+1]CC=CCCN=C1C(=O)C[C@H1](C1C)CC=CCCOC,-3.09,augment
5152,C[C@@H1]CCNC[C@@H1]CCNC=CC=O,-2.74,augment
5153,C[C@H1]OCC=CC=CC#CSC,-2.82,augment
5154,CC=CC=CCN1CS[C@H1]C=CN=CC(S)C(=N)C=C1C=CCON(CN(C)C)C2C=CC2,-4.9,augment
5155,C=1CCC[C@H1]C(O)C=CC#CC=1COCCC2C=N2,-4.02,augment
5156,CCC(C)N=CCC(C)CCCO,-3.59,augment
5157,CCOCCNN1NC(=O)C2C=CC=C2CCC3C=C31,-3.69,augment
5158,C1[C@@H1]CC1,-2.01,augment
5159,CCC=C(C)C1C=CC(C)C(N)CCC[C@@H1][C@H1]CC(S=2)C=2C1,-4.7,augment
5160,CC=NC=CC=CC=CC1C=C1[C@H1](O)C=CS(C=NC=CC)(C)CCC2C=C2C,0.0,augment
5161,COC=C[C@H1](C)CCCC#CNCC(CC)COC=C,-2.13,augment
5162,CNC(=O)C=O,-2.68,augment
5163,O=C(C[C@@H1](C)C=CC=NCC=CC=CN=CNCN1C=CC=C)C1,-5.26,augment
5164,CC(C)N1NC=NN1CC=CC=CC=CCOCCC=CC=C,-3.54,augment
5165,C#CC=CC=CC=CN=C(Cl)NNN/C=NC=NC1(S)CSCC1=C,-4.38,augment
5166,COCCCCCC=C=NCC(O)[C@H1]CCC1C[NH1]C(O)C#C1,-1.57,augment
5167,C1C(C)C=CN1COC=CNCCCNNCSN2C[C@@H1]C=CCN(COCC3)C=C23,-2.56,augment
5168,C1CCC(=O)C1C2(CCCNCSNC3=NC=O)C3C=CC2,-4.94,augment
5169,C[C@@H1](C)NCC=NC=COC(F)S(=O)CC,-3.08,augment
5170,CC(C)C=[C@H1]NC(O)CCOC=C(C1=CC=C=CC1=C)O[O-1],-3.82,augment
5171,O=C(C)[C@@H1](C)N(CNC=C)C=O,-3.19,augment
5172,C12[C@H1]C[NH1+1]CCC[C@@H1]1C[C@@H1]N2CCC(C)CC,-3.74,augment
5173,N#CCCCN(CC1)C(OCCCCC)CC1CN=CC=O,-2.79,augment
5174,COC=CC=C(C[NH2+1]CCNC=CC=C/C1=CC2=CN=C1OC3=C2)C3O,-4.76,augment
5175,COCCNC[NH1+1]CCCNC(C1)NCCC2=C1C=NN2SCl,-2.41,augment
5176,CC(=O)NC1C=CN(O)C(C)C1CC=C2S=N2,-4.06,augment
5177,C=CNC1(C)CCCCCC(C)NC1C#N,-3.13,augment
5178,CCCCC(C)=CCC[NH1+1]CC=O,-2.96,augment
5179,CC(C)NC1=NNNC=C2C(C)(CN2CCS)C1(C)C=O,-3.9,augment
5180,CNC=CN(C)C(=O)C1C=CN(C=CC=C)N(C)C=CC=C1C=C,-4.51,augment
5181,CC1OC=CC[C@@H1]C[C@H1]([C@@H1])[C@@H1]CCNC(C)C1C2=CCOC=C2,-4.22,augment
5182,CCOC=CC(=O)C(C)OC=CN(CCC=CC=CN)OCC=C,-2.23,augment
5183,CCOC(CC)C(N)C(=C)C=O,-2.55,augment
5184,CC1=NNC(OCCCC(C)S1)C(C)C2(C=C)C#C2,-4.61,augment
5185,CC1=CC(CCN1)C=O,-3.52,augment
5186,CCCC=CC[NH1+1](C)C=O,-3.34,augment
5187,CCCCNC=CC=CC=C1C=CNC=N1,-3.7,augment
5188,C[NH2+1][C@H1]CC[C@@H1](CCCC)C(C)(O)[O-1],-2.25,augment
5189,COC=CC=C(OC(=O)N=CCC(C)CCC=CC)CCS,-2.6,augment
5190,CCOC=C=C,-2.31,augment
5191,COC(=O)C[NH1+1]=C(NC)C(C)C1(CCCC)COCCCC1C,-3.7,augment
5192,CCCN=CC1(C=NC=O)CC=C1S,-3.39,augment
5193,C12C(C)CC1=NC=C=C2C=CC=CCF,-3.67,augment
5194,C[C@@H1]C[C@@H1](C(N)C(=O)SCC=O)C(C)[C@@H1]SCCCC(Cl)=C,-2.51,augment
5195,CCC=CC=CCC(C1)=CC=CC=N[C@@H1](C)CCCC#C1,-3.83,augment
5196,CCCC[C@H1](C)[C@H1]C(C)C=O,-3.24,augment
5197,C=1[C@@H1](C)OC=1CC2C(Cl)(C)[C@H1]CCCCC=CN2CCC=O,0.0,augment
5198,CCN(C=NC(=O)SCC=CN=CCCl)CC,-3.04,augment
5199,CC#CC=O,-2.64,augment
5200,COC1=CC=CC=C1[C@@H1](C)C=NCC=CC=CC,-3.57,augment
5201,CN[C@@H1](C)C(C)C=CCCCCF,-2.48,augment
5202,C1CCCCC(C[C@@H1]C2OC=CCC([C@@H1])C)CCNCSC3CC=CN1C3CC2,-4.93,augment
5203,CC(CCNC(=O)[C@H1]C)NC=CC1CC=C=C1C=O,-4.01,augment
5204,C1CC2=CC=CC=C12,-3.04,augment
5205,CCOC=CC=C(OCCC=CC(C)C=O)S,-2.81,augment
5206,C1OC(=O)C=CC=C=CC2CC21,-3.73,augment
5207,O=C(CCC1C2CC=CC(=C3)[NH1]1)N(C)CC(C)C=COC23,-4.52,augment
5208,C1OC=NN=C1[C@@H1]CNCCCC(=C)C=CC=N,-2.67,augment
5209,O=CNCN=CNCCF,-2.97,augment
5210,C1CC=CC(C(C)NCOC1NCC2NCCC=C2CC=CC3)=CC3C,-5.13,augment
5211,C[NH1+1]OC1=NCC2CCC=C2C=CC3C=C31,-4.72,augment
5212,CCOCC(O1)C1=O,-3.01,augment
5213,C[C@@H1]S[C@@](C)C(=O)C=CC(=O)CCCC=C(F)CF,-2.75,augment
5214,O=C(CCC=CC(=C)C=CCF)C=O,-3.4,augment
5215,CCSC=C([C@@H1](C)NC=O)S=CC=COCC,-3.42,augment
5216,CC(CC1C2C)=CC=C2SC=NC=C=C1CC=NN=C3CC3=NC=N,-5.48,augment
5217,C=C(C)C1=CC=CCC=NC(C)[C@@H1]C=CC2C1(CC)C2,-4.51,augment
5218,O=C(CN)C(=O)NCCNCCNCCC=CC=C1CC=CN=N1,-1.08,augment
5219,CNC(CCCCC(C)C=CC1=CC=CC=CC1C)CC2=CC=CC=C2N,-4.2,augment
5220,C1CCCC2([NH2+1][C@@H1]3C(=O)CC4CC42C)C3C=C1C,-5.05,augment
5221,CCOC[C@H1](C)CCCCC=NC(CCCCC1Cl)C1N=O,0.0,augment
5222,CC=CC=CC(C1(C)CC=CNCNC(C)C=CC2)C1=C2,-4.82,augment
5223,CCCC[C@@H1](O)C#COC[NH3+1],-2.83,augment
5224,O=C=O,-2.12,augment
5225,CC(C)(F)[C@@H1](NC(=O)[C@@H1]=CCCCC=C1CC)CC=C1,-4.51,augment
5226,COC(=O)NCOCCC=CC=O,-3.09,augment
5227,C1CCCC(N)C1=O,-3.46,augment
5228,CCNC1=CC=CN=C1S=CCC,-3.46,augment
5229,CC(C)[C@@H1]CCCN[C@H1](C)[NH1+1]CCCC(C)(C)C=NNC=C,0.0,augment
5230,C1NC=CN1C(=O)C[C@H1](CCCNN([NH1+1])COC)CC(C)C=NN,0.0,augment
5231,C1[C@H1]C=CC=C(NC2C3N[C@@H1][C@H1]CC(C)=NC=C(C)C)C3N=C21,-3.76,augment
5232,CCCCC(C)CCC1(CCC=C1SCOCCCC=O)C,-3.46,augment
5233,CCOC=O,-2.11,augment
5234,CC[S@]NC=CC1SCC2C=C1CC=CC=CC=CC=C=C2N=N,-5.79,augment
5235,C1C=C(NCO)CC2CCC1C(C)=C2CCF,-4.64,augment
5236,C[C@H1]CC=CNC1OC=CC1CCC=CC=CNC(N2)=C3C=CC=C2CC(C)=C3,-4.74,augment
5237,OC=CC=CC1=NN(C)CCC2C=C2CC=NC=C1C3=CC3,-4.56,augment
5238,C=COC[C@H1](C)NCC1=C(S)CC1CF,-1.74,augment
5239,CC1[C@H1](CCCCC[C@H1]CS2C(C)=C1C=O)C2(C)C(O)C,-4.0,augment
5240,[NH3+1][C@H1]C=NN1C=C(CC=CC2=CC=CC1C2)C,-4.17,augment
5241,CC=CC=CC(=C)C(C)N1CC=CN1[C@H1][C@@H1]=NC2=CC=CC=C2,-4.27,augment
5242,CC=CC(C)(O)CC1CC1(O)C=O,-3.35,augment
5243,C1C=NN1C,-2.32,augment
5244,COC=CC=CNC=N[C@H1]C=NC(C)CF,-3.04,augment
5245,CCC=1NC=CNC(=O)NC(Cl)NNC=1C=CC=CC,-4.05,augment
5246,O1CNC(=N)CC(C)=C(C)C(Cl)=C1C(C)CSNOC,-3.01,augment
5247,CCN=CC=CC1=CC2=NC=CC=CN=[NH1+1][C@H1]2C(C)C(O)C=CC=S1,0.0,augment
5248,CC(O)CC=CC=CCOC(=O)CC=CC=CC(C)=CCl,-3.84,augment
5249,CCC=NC=CCNC(=C)CSC=CC=C,-3.28,augment
5250,CCCCCC(C(=O)NC(=O)CCCC=CC1)C1,-4.3,augment
5251,CC=CC1=NCN=C1CC=CC=CCC=C(C(=O)[O-1])C=O,-3.98,augment
5252,CC(=C)CC1=CC=C(C=C12)CC2=C,-3.69,augment
5253,C1OC1=O,-2.49,augment
5254,CCC1=CC=CC=C1CNC(=O)NC=NC(=O)C=CCCCC,-4.36,augment
5255,CC[NH1+1]C=O,-2.39,augment
5256,CCNC(=O)CC(=O)C=CNC(O)C=CC=C(F)C=O,-3.59,augment
5257,C12OC=C(OC(C)C[C@@H1][C@@H1]1CC=O)CCCC2,-4.04,augment
5258,C1C(C)C=CC=C1C#N,-3.5,augment
5259,CC1OCCCOC=C1NN2C(=O)NCC(=C)C=CC2C,-4.34,augment
5260,CCC1=CSCC1CNC(=N)NC2=CC=CC=C[NH1]CC2,-4.58,augment
5261,CCN1CCCCCOC[C@H1]CCC[NH1+1]C1,-3.72,augment
5262,CC(=C)NCCC=CCCCCCCOC=NC(=C)C=CC,-1.47,augment
5263,COCCC(CS(=O)=O)N1CCCC(C=C)C#C1,-3.87,augment
5264,CCOC[C@H1](N)C(N1)(O)/N=C(\[O-1])C=C2CCCC21C[C@@H1]F,-2.52,augment
5265,CC(=O)NCCC=CSCCl,-2.86,augment
5266,C[C@@H1](OC1CC=CN1)C2CC2(C)NN(C)CC=C=CC,-3.14,augment
5267,OC(=O)/N=CC1=CC=CSCCN1CC=CC=C2C(=C)CC2CCC,-5.21,augment
5268,O=C(CNN=CC=O)CC12CCCC1N2,-3.42,augment
5269,C=CC=CC=CC=C(C1)C1,-3.41,augment
5270,CC=CC=C1C(=O)C=CCC(CC2CC)C(CC=C2)CCC1C=N,-5.15,augment
5271,C[C@H1]C#CC1[C@@H1][C@@H1]1OCC=O,-2.88,augment
5272,CC=CCCCC=C(C(C)C[NH1+1][C@@H1])CCC=O,-2.94,augment
5273,CC(C)C[C@@H1]1CCCC[C@@H1]1CN=CCCN(C)OC,-3.59,augment
5274,CC(C)NCC=CC(=O)C=CC=CC=CC(Cl)S/C=CC=O,-3.77,augment
5275,C1CC=CC=C1CC(CC)(OC)CCC=CCSCC=O,-3.3,augment
5276,COC=CCC=CC#CSC=CC=O,-2.95,augment
5277,CCCC(CCNC=O)=C,-2.89,augment
5278,C[C@](C)[C@@H1][C@@H1]NC(=O)C=O,-3.4,augment
5279,C1C=CC1C(C)NCCCCC(C=NC(C)C2CC23)=CS3,-3.6,augment
5280,CC(=O)N=CCC(N1C(C)=CC(C)C1=C)CCCCC=S,-3.54,augment
5281,CC=CC(O)CCCC(=O)CC=CNCCCNC=O,-2.45,augment
5282,C1CC2=C1CSCNC=CC=C3CCC24C3C5=CCC5=C4,-5.17,augment
5283,CC1(C)[C@@H1]=CC=C1C(=O)NCC=C2C=C2NN=O,-5.32,augment
5284,C1CC2C=CC(NC(=O)CCNC=CC=CC(=O)C[NH1]2)CC1,-4.39,augment
5285,O=CC=1N(C=NC(=O)C=CC(C)CC=1CN2CCS(C=O)CCC)C2,-3.7,augment
5286,CCN=CF,-2.01,augment
5287,CCC=C(SC(C)(N)C(O)C=C=C=C)CF,-2.8,augment
5288,CCNC(CCC[C@@H1](C1)CC=CC1CCl)O,-3.58,augment
5289,O=CN1CC[NH1+1](F)C1F,-2.72,augment
5290,CCC=CC=CC=C=C=CS1(O)[C@@H1]2CCCC=C12,-4.6,augment
5291,CC=C1C(N)SNCC[C@H1](CCCC)C1ON,-3.5,augment
5292,C[C@H1](C)[C@@H1][C@@H1]CCCC1(O)CCC=C1,-3.28,augment
5293,CCNCCC1C=C1OC(C)C[C@H1](C)CCNCOC(C)C(=O)CCCCCS,-0.67,augment
5294,CC=CC=NC#CON(C)CCCCCCCN(C#N)CC=CC=CC,-3.59,augment
5295,C1C(=O)N=C2CO[C@H1](C)CN2C1CC=CC,0.0,augment
5296,C=CC=CNCC(F)NC=C(C)CNC[C@H1]CC1NC(O)N=CC=C2CC2=NC1=C,-2.06,augment
5297,CC[C@H1]CNC=CC=COC(N)C=C[C@@H1](C)CC#C,-2.97,augment
5298,N1C(=C)N1CCCC(NC2)CC2CNN3SCC45S3CCC4C5C=O,-4.28,augment
5299,CO[C@H1]C1CO[C@@H1]CC2CCC(C)CC=CC=C2CS1,-4.28,augment
5300,CCOC=C(SCCC(N)CNCNC=O)NO,-0.85,augment
5301,C[C@H1](C)C(=O)C=CC=O,-3.26,augment
5302,C1CCC1(C)C(O)N[C@@H1]C(C)N=CSNNNSCC=C=C,-1.67,augment
5303,CN[C@H1]([C@H1]1)CC[NH1+1]CCCC(C2)=C1COC2=CC=C,-4.31,augment
5304,O=C(CNC=CC=C=CCC)NC,-3.3,augment
5305,CC=CC(N[C@H1](C)C=NN1C2=CC=CCC=CC1)C2C3C=N3,-4.49,augment
5306,O=C(CC)CCCCCCCl,-2.98,augment
5307,CCC(C)C[NH1+1](C)C=O,-3.24,augment
5308,N#CC=C=C=CCS(O)NC=O,-3.27,augment
5309,O=C(C)C1=C2C=C([O-1])N1C(=C)CCOC(C)C3C=C3C=CC=C2,-5.35,augment
5310,CCC=CC=CCCC1NNCNCCNC[C@@H1](C)NC[NH1+1](C)CCC2=CS2(C)CC1,-4.39,augment
5311,CCN(CC[C@H1]C(=O)C(=O)C=CC=CO)CC[NH1+1](C)CC=O,-2.45,augment
5312,CNCCC(N)C(=O)CC=CC=C1C=CN2C=C1[C@H1]NCCC=CC=CCCC2C,-4.12,augment
5313,O=C([O-1])NC(=S)NC=C1CC1NC=CCCN(C)C=CSSN,-2.76,augment
5314,CC=NCC=CC(=O)CN=CS=C(C=CN=CCC)C=O,-3.4,augment
5315,CCNCC(CNC=O)[C@H1]CCCCCCNCCC[C@H1](C1)C#CC1,-3.53,augment
5316,C[C@@H1]1O[C@H1]1C=CC=CC=CC=CC=C,0.0,augment
5317,CC(=O)NC[C@@H1]C=NC#C,-3.01,augment
5318,CCOC(CC)SC=O,-2.71,augment
5319,C1[C@H1]2CSCC1([C@@H1](C)NC(CC3)O3)C=C2C#C,-4.23,augment
5320,CC=CC1=C2C=C2C=C=CN[C@H1]1CCC=CC=CC=C=C,-4.8,augment
5321,CC=NN(C)C=CC(=C)PCCC=CC=CC1COC1C=NCO,-3.6,augment
5322,COC=CCC(COCC=O)C1=CCCNC1C,-3.13,augment
5323,CC(N)CCCCC1CC1CCC=CC(C)CCCOOC=C,-1.91,augment
5324,CCOC=NC=C(C=C[NH1]C(C1)CC1ONN2C=CCCC2C(C)C)CC,-4.04,augment
5325,C[NH1+1](C1)CCNO[C@H1](C=CCC[C@@H1]1CC=O)CCC=CCOC,0.0,augment
5326,CCCCC=CN=CCC(=O)C=O,-3.09,augment
5327,CCCC=NC(C)CCCC1NC12[C@@H1]C(=O)[C@H1]2C,-3.21,augment
5328,CSCCCONN(C(=C)C(=O)C=CC)CC=O,-2.36,augment
5329,CC=CCCCCSCCCNSCC=C=O,-3.09,augment
5330,C[C@][C@@H1](N)C(=C)C=CCCCl,-3.22,augment
5331,CC=CC=CNC#COCCCCCC=CC=C1NC1NNCCCOC(C)=C,-3.05,augment
5332,O=C(N)[C@@H1][C@@H1]C=CC=CC(=O)C(C)C=C1OC=CC=C1[N+1](=O)C=CC,-4.75,augment
5333,C1C=CC=C1CCCC(O)C=C2C=CC=C2CC=C=C,-3.93,augment
5334,C1=CC=C1C=O,-3.07,augment
5335,C1OC=CC=CC2=C1S2NNC=CC=CC=C(O)[C@H1](C)OCCOC#C,-3.94,augment
5336,C[C@H1]C(=O)/C=CC=CC=CC=NCC=NC=CCCCCC=C,-3.9,augment
5337,CSCC=NCCNNNC(C(=O)NC=CC=CC=C1C)=C1N,-2.48,augment
5338,N1C=CC1(N)CN2NC(O)C=C2ON=CC=CC=COSO,-4.61,augment
5339,C[NH1+1](C)C[C@@H1]CSC=CN(C(=O)C=CCCl)C=C,-2.36,augment
5340,CC[C@@H1](CC)CC=CC=NC=C[C@H1](CCC=O)N=NC=C(CCCC1Cl)[NH1]1,0.0,augment
5341,CC(C)(F)C(C(=O)NC1CC=C2C=C2)C(C3)=C31,-4.37,augment
5342,CCC(=C)N(C=O)CC(C1)C1,-2.88,augment
5343,CCOC=O,-2.11,augment
5344,C1C=NC=CC=CC=C1C2NC2=O,-4.73,augment
5345,O=C(C)[C@@H1]CCO[C@H1]C[C@@H1]COC1OC2C=CCC2OCC=CC=C1,-3.15,augment
5346,CCOC=CC[C@@H1][C@@H1]C=O,-2.74,augment
5347,O=C(CN)C=NCCCCC=C(C)C1(C)C=CC=C1,-4.02,augment
5348,C1[C@](O)OCCC=CS1C2OCC=CC=C2C,-4.09,augment
5349,C1=CC[C@H1]1C=CC=NN,-3.32,augment
